"","usr_id","actual","predict","difference"
"2419","1219",2,4,2
"2420","1219",2,3,1
"2421","1222",5,3,-2
"2422","1229",3,5,2
"2423","1241",1,3,2
"2424","1241",5,2,-3
"2425","1244",5,3,-2
"2426","1247",2,3,1
"2427","1247",2,3,1
"2428","1250",2,2,0
"2429","1251",3,3,0
"2430","1258",2,3,1
"2431","1268",4,5,1
"2432","1271",2,3,1
"2433","1272",4,5,1
"2434","1278",3,5,2
"2435","1282",4,2,-2
"2436","1283",5,4,-1
"2437","1285",4,3,-1
"2438","1288",1,2,1
"2439","1296",4,4,0
"2440","1296",5,2,-3
"2441","1299",1,3,2
"2442","1309",3,5,2
"2443","1311",5,3,-2
"2444","1316",5,3,-2
"2445","1316",4,5,1
"2446","1316",4,4,0
"2447","1316",2,2,0
"2448","1316",5,4,-1
"2449","1320",2,4,2
"2450","1322",5,3,-2
"2451","1324",2,3,1
"2452","1324",4,4,0
"2453","1325",2,2,0
"2454","1325",2,4,2
"2455","1328",4,4,0
"2456","1329",4,4,0
"2457","1333",2,2,0
"2458","1340",1,2,1
"2459","1348",1,1,0
"2460","1356",1,4,3
"2461","1357",5,4,-1
"2462","1358",2,3,1
"2463","1358",5,3,-2
"2464","1363",4,4,0
"2465","1363",2,2,0
"2466","1363",2,2,0
"2467","1364",5,5,0
"2468","1366",4,4,0
"2469","1372",2,1,-1
"2470","1380",1,2,1
"2471","1380",3,4,1
"2472","1384",3,3,0
"2473","1392",4,1,-3
"2474","1392",5,1,-4
"2475","1392",5,3,-2
"2476","1395",4,5,1
"2477","1397",3,1,-2
"2478","1403",3,3,0
"2479","1405",3,3,0
"2480","1405",4,5,1
"2481","1407",2,4,2
"2482","1407",5,4,-1
"2483","1408",5,4,-1
"2484","1410",3,3,0
"2485","1412",4,3,-1
"2486","1412",5,3,-2
"2487","1413",2,4,2
"2488","1413",2,3,1
"2489","1413",5,4,-1
"2490","1415",2,5,3
"2491","1415",4,3,-1
"2492","1416",3,4,1
"2493","1425",4,5,1
"2494","1428",4,4,0
"2495","1429",4,1,-3
"2496","1429",2,4,2
"2497","1429",4,4,0
"2498","1438",3,3,0
"2499","1441",3,4,1
"2500","1442",1,3,2
"2501","1455",2,2,0
"2502","1457",2,2,0
"2503","1457",3,3,0
"2504","1457",3,3,0
"2505","1462",4,4,0
"2506","1462",3,2,-1
"2507","1464",1,2,1
"2508","1464",3,3,0
"2509","1466",4,4,0
"2510","1467",1,2,1
"2511","1471",4,5,1
"2512","1471",5,2,-3
"2513","1472",1,4,3
"2514","1474",2,2,0
"2515","1483",3,3,0
"2516","1488",3,5,2
"2517","1489",5,3,-2
"2518","1490",4,2,-2
"2519","1493",2,4,2
"2520","1498",4,3,-1
"2521","1503",3,5,2
"2522","1504",3,3,0
"2523","1507",3,4,1
"2524","1516",1,2,1
"2525","1517",3,3,0
"2526","1521",2,4,2
"2527","1522",5,2,-3
"2528","1523",5,5,0
"2529","1523",3,4,1
"2530","1527",3,2,-1
"2531","1533",2,4,2
"2532","1535",3,3,0
"2533","1545",4,3,-1
"2534","1551",4,3,-1
"2535","1554",3,4,1
"2536","1560",4,2,-2
"2537","1564",5,3,-2
"2538","1567",3,5,2
"2539","1568",3,4,1
"2540","1569",4,2,-2
"2541","1573",1,1,0
"2542","1576",2,2,0
"2543","1588",4,1,-3
"2544","1594",4,3,-1
"2545","1604",1,4,3
"2546","1605",5,3,-2
"2547","1611",5,3,-2
"2548","1613",5,3,-2
"2549","1616",3,2,-1
"2550","1617",2,1,-1
"2551","1619",2,3,1
"2552","1621",4,3,-1
"2553","1628",2,2,0
"2554","1628",3,3,0
"2555","1629",4,3,-1
"2556","1631",4,3,-1
"2557","1636",1,3,2
"2558","1638",5,4,-1
"2559","1639",2,1,-1
"2560","1641",2,3,1
"2561","1641",3,4,1
"2562","1643",3,4,1
"2563","1651",3,3,0
"2564","1652",3,2,-1
"2565","1657",5,3,-2
"2566","1658",5,4,-1
"2567","1668",1,4,3
"2568","1672",3,3,0
"2569","1672",3,3,0
"2570","1673",4,2,-2
"2571","1678",5,4,-1
"2572","1679",5,4,-1
"2573","1679",5,4,-1
"2574","1691",2,3,1
"2575","1706",3,3,0
"2576","1720",5,4,-1
"2577","1723",2,4,2
"2578","1725",3,4,1
"2579","1729",5,4,-1
"2580","1736",5,3,-2
"2581","1736",4,4,0
"2582","1737",3,2,-1
"2583","1737",4,2,-2
"2584","1739",5,4,-1
"2585","1739",2,5,3
"2586","1743",4,5,1
"2587","1744",3,4,1
"2588","1744",4,4,0
"2589","1744",5,3,-2
"2590","1747",5,5,0
"2591","1752",5,3,-2
"2592","1755",4,2,-2
"2593","1756",5,4,-1
"2594","1757",2,3,1
"2595","1757",2,4,2
"2596","1757",4,2,-2
"2597","1757",4,5,1
"2598","1761",5,5,0
"2599","1761",3,2,-1
"2600","1766",4,4,0
"2601","1767",2,3,1
"2602","1767",1,3,2
"2603","1773",4,5,1
"2604","1774",4,5,1
"2605","1774",3,3,0
"2606","1775",4,5,1
"2607","1780",2,4,2
"2608","1780",1,3,2
"2609","1781",1,3,2
"2610","1782",2,3,1
"2611","1783",2,3,1
"2612","1783",3,3,0
"2613","1785",3,2,-1
"2614","1785",5,2,-3
"2615","1786",2,2,0
"2616","1787",1,1,0
"2617","1793",4,4,0
"2618","1794",5,3,-2
"2619","1801",2,2,0
"2620","1802",5,5,0
"2621","1804",2,4,2
"2622","1804",5,4,-1
"2623","1809",2,3,1
"2624","1810",5,3,-2
"2625","1812",4,3,-1
"2626","1815",1,4,3
"2627","1820",5,2,-3
"2628","1825",5,2,-3
"2629","1827",3,3,0
"2630","1828",2,3,1
"2631","1832",5,5,0
"2632","1833",1,3,2
"2633","1834",3,3,0
"2634","1838",2,2,0
"2635","1840",5,4,-1
"2636","1842",2,2,0
"2637","1843",2,5,3
"2638","1845",2,3,1
"2639","1848",4,3,-1
"2640","1850",1,1,0
"2641","1855",5,3,-2
"2642","1858",3,3,0
"2643","1867",4,3,-1
"2644","1869",1,3,2
"2645","1870",3,3,0
"2646","1871",2,3,1
"2647","1871",3,3,0
"2648","1873",4,5,1
"2649","1875",5,5,0
"2650","1876",1,3,2
"2651","1878",5,2,-3
"2652","1880",3,4,1
"2653","1896",1,1,0
"2654","1902",4,4,0
"2655","1902",2,4,2
"2656","1905",4,1,-3
"2657","1906",4,2,-2
"2658","1907",1,5,4
"2659","1910",3,3,0
"2660","1914",4,2,-2
"2661","1917",4,4,0
"2662","1917",1,1,0
"2663","1924",2,2,0
"2664","1928",4,1,-3
"2665","1932",3,3,0
"2666","1943",3,2,-1
"2667","1947",3,4,1
"2668","1948",3,2,-1
"2669","1952",1,3,2
"2670","1954",5,5,0
"2671","1954",4,2,-2
"2672","1963",5,3,-2
"2673","1966",5,1,-4
"2674","1966",1,4,3
"2675","1966",3,4,1
"2676","1969",3,3,0
"2677","1970",5,4,-1
"2678","1971",5,2,-3
"2679","1972",1,1,0
"2680","1974",2,3,1
"2681","1974",4,4,0
"2682","1981",3,2,-1
"2683","1985",3,5,2
"2684","1987",1,3,2
"2685","1992",4,3,-1
"2686","1995",1,5,4
"2687","1996",1,3,2
"2688","2002",4,3,-1
"2689","2008",3,1,-2
"2690","2009",2,4,2
"2691","2014",2,2,0
"2692","2023",5,3,-2
"2693","2031",3,5,2
"2694","2032",4,4,0
"2695","2032",3,4,1
"2696","2036",2,4,2
"2697","2036",5,4,-1
"2698","2040",3,4,1
"2699","2040",3,4,1
"2700","2044",5,3,-2
"2701","2050",5,2,-3
"2702","2054",3,5,2
"2703","2060",5,4,-1
"2704","2062",2,3,1
"2705","2063",4,5,1
"2706","2067",4,3,-1
"2707","2072",1,4,3
"2708","2076",3,3,0
"2709","2078",2,5,3
"2710","2080",1,3,2
"2711","2088",4,2,-2
"2712","2097",3,4,1
"2713","2103",5,4,-1
"2714","2104",3,2,-1
"2715","2104",1,3,2
"2716","2111",3,4,1
"2717","2112",5,5,0
"2718","2112",2,2,0
"2719","2116",4,5,1
"2720","2121",1,4,3
"2721","2125",5,4,-1
"2722","2132",2,4,2
"2723","2138",5,5,0
"2724","2138",2,2,0
"2725","2143",4,3,-1
"2726","2146",1,3,2
"2727","2153",3,1,-2
"2728","2156",3,4,1
"2729","2159",5,5,0
"2730","2161",5,4,-1
"2731","2164",3,2,-1
"2732","2167",3,4,1
"2733","2171",3,5,2
"2734","2172",5,4,-1
"2735","2172",5,2,-3
"2736","2178",4,5,1
"2737","2179",2,3,1
"2738","2179",1,4,3
"2739","2181",2,2,0
"2740","2181",2,5,3
"2741","2185",5,4,-1
"2742","2185",1,2,1
"2743","2191",3,3,0
"2744","2192",3,3,0
"2745","2192",5,4,-1
"2746","2194",1,4,3
"2747","2197",3,4,1
"2748","2199",4,2,-2
"2749","2200",3,3,0
"2750","2200",4,3,-1
"2751","2200",4,5,1
"2752","2200",3,4,1
"2753","2210",3,5,2
"2754","2211",4,4,0
"2755","2213",5,5,0
"2756","2214",2,4,2
"2757","2216",3,3,0
"2758","2226",4,3,-1
"2759","2230",3,2,-1
"2760","2231",3,4,1
"2761","2232",4,4,0
"2762","2233",4,4,0
"2763","2234",3,4,1
"2764","2235",5,4,-1
"2765","2239",5,5,0
"2766","2240",5,3,-2
"2767","2245",5,4,-1
"2768","2249",3,3,0
"2769","2250",4,3,-1
"2770","2250",5,2,-3
"2771","2251",4,5,1
"2772","2260",2,4,2
"2773","2262",5,1,-4
"2774","2263",5,4,-1
"2775","2266",5,2,-3
"2776","2276",2,3,1
"2777","2281",4,4,0
"2778","2283",2,3,1
"2779","2284",4,1,-3
"2780","2292",2,3,1
"2781","2294",5,3,-2
"2782","2302",1,2,1
"2783","2305",2,2,0
"2784","2311",5,4,-1
"2785","2311",3,3,0
"2786","2312",2,2,0
"2787","2313",3,3,0
"2788","2313",4,3,-1
"2789","2324",1,2,1
"2790","2327",3,3,0
"2791","2330",1,3,2
"2792","2333",2,3,1
"2793","2335",4,4,0
"2794","2336",4,1,-3
"2795","2343",5,5,0
"2796","2348",5,4,-1
"2797","2350",2,3,1
"2798","2350",3,4,1
"2799","2355",3,2,-1
"2800","2355",4,5,1
"2801","2366",1,3,2
"2802","2368",3,2,-1
"2803","2369",4,3,-1
"2804","2372",5,4,-1
"2805","2376",3,4,1
"2806","2379",2,4,2
"2807","2382",3,3,0
"2808","2384",2,3,1
"2809","2396",2,3,1
"2810","2399",2,4,2
"2811","2400",1,2,1
"2812","2405",1,4,3
"2813","2406",3,3,0
"2814","2407",5,4,-1
"2815","2407",4,4,0
"2816","2410",3,4,1
"2817","2410",1,3,2
"2818","2420",5,3,-2
"2819","2425",1,3,2
"2820","2426",5,4,-1
"2821","2426",2,5,3
"2822","2427",5,3,-2
"2823","2429",5,5,0
"2824","2429",3,3,0
"2825","2432",1,3,2
"2826","2435",2,2,0
"2827","2439",5,3,-2
"2828","2440",5,4,-1
"2829","2443",2,3,1
"2830","2445",3,2,-1
"2831","2449",4,1,-3
"2832","2451",5,2,-3
"2833","2451",2,2,0
"2834","2458",3,3,0
"2835","2462",4,3,-1
"2836","2462",2,2,0
"2837","2470",3,2,-1
"2838","2478",5,2,-3
"2839","2489",2,4,2
"2840","2492",4,3,-1
"2841","2497",2,4,2
"2842","2499",3,2,-1
"2843","2500",3,4,1
"2844","2506",3,4,1
"2845","2511",3,3,0
"2846","2515",3,4,1
"2847","2516",5,4,-1
"2848","2519",5,3,-2
"2849","2519",5,4,-1
"2850","2525",2,4,2
"2851","2533",3,3,0
"2852","2540",4,3,-1
"2853","2540",4,1,-3
"2854","2540",2,4,2
"2855","2542",3,2,-1
"2856","2547",2,5,3
"2857","2547",3,4,1
"2858","2547",3,2,-1
"2859","2548",4,2,-2
"2860","2551",3,1,-2
"2861","2557",2,4,2
"2862","2557",1,3,2
"2863","2559",3,3,0
"2864","2559",3,2,-1
"2865","2559",1,3,2
"2866","2559",3,4,1
"2867","2559",2,4,2
"2868","2559",1,4,3
"2869","2569",2,5,3
"2870","2574",2,3,1
"2871","2574",5,3,-2
"2872","2575",5,5,0
"2873","2580",2,2,0
"2874","2580",1,3,2
"2875","2585",2,5,3
"2876","2588",3,4,1
"2877","2602",5,2,-3
"2878","2603",1,3,2
"2879","2607",1,4,3
"2880","2611",5,4,-1
"2881","2615",4,4,0
"2882","2616",2,4,2
"2883","2622",3,1,-2
"2884","2623",1,3,2
"2885","2626",4,4,0
"2886","2627",5,5,0
"2887","2628",5,2,-3
"2888","2632",4,3,-1
"2889","2633",3,4,1
"2890","2637",1,3,2
"2891","2640",4,4,0
"2892","2645",2,4,2
"2893","2649",5,3,-2
"2894","2653",5,4,-1
"2895","2659",5,4,-1
"2896","2672",3,2,-1
"2897","2674",4,4,0
"2898","2676",1,2,1
"2899","2680",1,3,2
"2900","2682",4,3,-1
"2901","2692",2,4,2
"2902","2693",4,4,0
"2903","2694",3,5,2
"2904","2695",3,4,1
"2905","2696",2,2,0
"2906","2696",4,3,-1
"2907","2699",2,3,1
"2908","2699",2,2,0
"2909","2716",5,2,-3
"2910","2718",5,2,-3
"2911","2720",3,3,0
"2912","2720",2,1,-1
"2913","2723",4,3,-1
"2914","2730",3,3,0
"2915","2731",4,2,-2
"2916","2733",1,5,4
"2917","2733",3,3,0
"2918","2734",2,3,1
"2919","2739",5,2,-3
"2920","2741",5,5,0
"2921","2755",4,4,0
"2922","2755",5,1,-4
"2923","2759",3,3,0
"2924","2769",1,3,2
"2925","2771",2,3,1
"2926","2778",3,4,1
"2927","2781",2,3,1
"2928","2787",2,2,0
"2929","2787",3,5,2
"2930","2790",4,2,-2
"2931","2793",5,5,0
"2932","2795",4,4,0
"2933","2798",4,1,-3
"2934","2808",3,3,0
"2935","2813",3,3,0
"2936","2814",5,5,0
"2937","2815",1,3,2
"2938","2815",4,4,0
"2939","2815",3,3,0
"2940","2817",3,3,0
"2941","2817",1,2,1
"2942","2821",3,4,1
"2943","2823",4,2,-2
"2944","2825",1,3,2
"2945","2826",2,4,2
"2946","2826",1,3,2
"2947","2846",2,2,0
"2948","2851",4,3,-1
"2949","2857",2,3,1
"2950","2864",2,1,-1
"2951","2864",3,3,0
"2952","2864",5,4,-1
"2953","2865",2,4,2
"2954","2865",3,2,-1
"2955","2867",2,5,3
"2956","2867",2,2,0
"2957","2868",3,5,2
"2958","2875",4,4,0
"2959","2877",4,1,-3
"2960","2879",1,5,4
"2961","2883",4,3,-1
"2962","2883",3,3,0
"2963","2886",3,2,-1
"2964","2886",2,5,3
"2965","2888",1,4,3
"2966","2889",4,3,-1
"2967","2890",1,4,3
"2968","2895",1,3,2
"2969","2900",3,2,-1
"2970","2901",5,5,0
"2971","2901",4,3,-1
"2972","2901",3,3,0
"2973","2902",4,3,-1
"2974","2904",4,4,0
"2975","2905",4,3,-1
"2976","2905",4,3,-1
"2977","2909",3,2,-1
"2978","2910",4,1,-3
"2979","2910",5,3,-2
"2980","2910",3,3,0
"2981","2917",5,3,-2
"2982","2920",4,3,-1
"2983","2922",3,3,0
"2984","2922",3,2,-1
"2985","2922",2,3,1
"2986","2926",2,5,3
"2987","2926",3,4,1
"2988","2927",3,4,1
"2989","2931",2,3,1
"2990","2931",5,5,0
"2991","2935",2,4,2
"2992","2940",4,4,0
"2993","2945",4,3,-1
"2994","2947",5,4,-1
"2995","2948",3,2,-1
"2996","2950",3,5,2
"2997","2958",2,4,2
"2998","2968",5,2,-3
"2999","2968",3,3,0
"3000","2970",4,4,0
"3001","7",4,3.5,-0.5
"3002","10",5,5,0
"3003","14",1,4.5,3.5
"3004","15",3,4,1
"3005","19",4,3,-1
"3006","32",4,3.5,-0.5
"3007","36",5,4,-1
"3008","40",1,4,3
"3009","43",1,2,1
"3010","43",3,3,0
"3011","44",2,1.5,-0.5
"3012","45",1,4.5,3.5
"3013","45",4,4,0
"3014","45",3,2,-1
"3015","46",4,3,-1
"3016","49",4,4.5,0.5
"3017","49",3,5,2
"3018","49",5,5,0
"3019","50",1,1,0
"3020","55",3,3.5,0.5
"3021","57",2,1.5,-0.5
"3022","59",3,4.5,1.5
"3023","59",1,3,2
"3024","60",4,5,1
"3025","61",3,5,2
"3026","62",3,3.5,0.5
"3027","62",5,3.5,-1.5
"3028","66",5,3.5,-1.5
"3029","67",1,2,1
"3030","75",4,4.5,0.5
"3031","76",3,2.5,-0.5
"3032","78",3,4.5,1.5
"3033","79",4,4.5,0.5
"3034","80",4,4,0
"3035","85",3,2,-1
"3036","86",5,5,0
"3037","86",3,4.5,1.5
"3038","89",3,3.5,0.5
"3039","89",3,5,2
"3040","89",2,1.5,-0.5
"3041","90",3,4,1
"3042","94",2,4.5,2.5
"3043","94",4,2,-2
"3044","95",4,5,1
"3045","95",5,3.5,-1.5
"3046","100",5,2,-3
"3047","102",4,2,-2
"3048","102",5,4.5,-0.5
"3049","103",3,1.5,-1.5
"3050","106",3,3.5,0.5
"3051","106",4,4.5,0.5
"3052","113",4,4,0
"3053","115",4,3.5,-0.5
"3054","127",2,2,0
"3055","129",3,3.5,0.5
"3056","130",3,3,0
"3057","132",2,2,0
"3058","133",3,3,0
"3059","137",3,2.5,-0.5
"3060","141",5,4.5,-0.5
"3061","148",5,3,-2
"3062","151",2,3,1
"3063","151",1,1.5,0.5
"3064","151",4,3.5,-0.5
"3065","161",3,5,2
"3066","162",4,4,0
"3067","166",2,4,2
"3068","166",5,2.5,-2.5
"3069","166",5,4,-1
"3070","170",2,1.5,-0.5
"3071","170",3,2.5,-0.5
"3072","171",2,3.5,1.5
"3073","177",4,2.5,-1.5
"3074","179",5,4.5,-0.5
"3075","179",2,1.5,-0.5
"3076","180",2,3,1
"3077","181",5,4,-1
"3078","186",3,2,-1
"3079","189",3,5,2
"3080","194",2,2,0
"3081","195",4,4,0
"3082","196",4,4,0
"3083","196",3,5,2
"3084","198",1,1,0
"3085","200",2,3,1
"3086","201",3,3.5,0.5
"3087","202",2,2.5,0.5
"3088","202",2,3.5,1.5
"3089","202",1,4,3
"3090","204",4,1.5,-2.5
"3091","207",3,3,0
"3092","211",4,2,-2
"3093","211",5,2.5,-2.5
"3094","212",5,3,-2
"3095","215",4,4,0
"3096","222",4,4,0
"3097","230",5,2,-3
"3098","236",2,4,2
"3099","243",2,4,2
"3100","248",5,4.5,-0.5
"3101","254",1,2,1
"3102","254",1,2.5,1.5
"3103","256",1,3,2
"3104","258",3,3.5,0.5
"3105","260",5,4,-1
"3106","261",4,4,0
"3107","271",4,2.5,-1.5
"3108","274",3,4,1
"3109","277",3,4.5,1.5
"3110","283",1,3.5,2.5
"3111","286",1,4.5,3.5
"3112","287",3,3.5,0.5
"3113","290",1,3,2
"3114","293",3,5,2
"3115","296",4,2,-2
"3116","303",5,3,-2
"3117","304",5,2,-3
"3118","305",4,3.5,-0.5
"3119","307",5,1.5,-3.5
"3120","308",1,2.5,1.5
"3121","310",2,2.5,0.5
"3122","311",2,2.5,0.5
"3123","312",3,2.5,-0.5
"3124","314",5,3.5,-1.5
"3125","316",3,3,0
"3126","318",3,5,2
"3127","324",5,4.5,-0.5
"3128","326",2,4,2
"3129","334",5,4,-1
"3130","340",3,1.5,-1.5
"3131","340",1,2.5,1.5
"3132","340",5,4.5,-0.5
"3133","340",1,1,0
"3134","345",5,4.5,-0.5
"3135","345",5,4.5,-0.5
"3136","346",5,2.5,-2.5
"3137","346",5,3.5,-1.5
"3138","349",2,2.5,0.5
"3139","349",5,3.5,-1.5
"3140","357",2,1.5,-0.5
"3141","362",2,4.5,2.5
"3142","363",2,2,0
"3143","363",5,3.5,-1.5
"3144","364",4,3,-1
"3145","370",2,3,1
"3146","372",3,3.5,0.5
"3147","377",4,3,-1
"3148","380",2,2,0
"3149","381",4,4.5,0.5
"3150","385",5,3,-2
"3151","388",1,1.5,0.5
"3152","395",3,3.5,0.5
"3153","395",3,3,0
"3154","399",5,3,-2
"3155","399",3,2,-1
"3156","401",2,4.5,2.5
"3157","402",5,3,-2
"3158","406",4,3.5,-0.5
"3159","406",3,2,-1
"3160","407",2,5,3
"3161","407",5,3.5,-1.5
"3162","410",2,1.5,-0.5
"3163","417",5,4,-1
"3164","418",2,4.5,2.5
"3165","419",3,2,-1
"3166","422",5,2.5,-2.5
"3167","423",2,2,0
"3168","428",3,3.5,0.5
"3169","428",2,3.5,1.5
"3170","432",1,1.5,0.5
"3171","445",4,4,0
"3172","447",2,2.5,0.5
"3173","451",3,4.5,1.5
"3174","453",4,4.5,0.5
"3175","455",4,4.5,0.5
"3176","457",5,3.5,-1.5
"3177","457",5,4.5,-0.5
"3178","457",2,4,2
"3179","458",3,4.5,1.5
"3180","459",3,5,2
"3181","460",2,3.5,1.5
"3182","462",2,5,3
"3183","465",3,3,0
"3184","467",4,4.5,0.5
"3185","471",4,5,1
"3186","474",1,3.5,2.5
"3187","475",5,3,-2
"3188","475",1,2.5,1.5
"3189","475",2,1,-1
"3190","476",5,4.5,-0.5
"3191","477",3,3.5,0.5
"3192","477",4,3.5,-0.5
"3193","478",5,3.5,-1.5
"3194","480",3,4,1
"3195","484",2,3.5,1.5
"3196","484",2,4.5,2.5
"3197","485",3,4.5,1.5
"3198","485",2,3.5,1.5
"3199","490",4,3.5,-0.5
"3200","492",3,3.5,0.5
"3201","493",2,5,3
"3202","497",1,1,0
"3203","499",4,3,-1
"3204","500",3,3.5,0.5
"3205","502",5,2.5,-2.5
"3206","502",3,1.5,-1.5
"3207","503",3,3.5,0.5
"3208","507",5,4,-1
"3209","508",3,3.5,0.5
"3210","510",3,4,1
"3211","510",3,3,0
"3212","522",4,2.5,-1.5
"3213","523",4,3.5,-0.5
"3214","526",4,3,-1
"3215","531",3,2.5,-0.5
"3216","531",4,3,-1
"3217","531",3,3,0
"3218","537",1,1.5,0.5
"3219","537",3,3.5,0.5
"3220","541",1,1.5,0.5
"3221","545",2,2.5,0.5
"3222","546",5,2.5,-2.5
"3223","547",5,1.5,-3.5
"3224","556",3,2.5,-0.5
"3225","559",5,4.5,-0.5
"3226","560",5,3,-2
"3227","563",4,5,1
"3228","564",5,3.5,-1.5
"3229","567",5,3,-2
"3230","573",1,2,1
"3231","575",3,3,0
"3232","583",4,3.5,-0.5
"3233","586",4,3,-1
"3234","590",4,3,-1
"3235","590",5,3.5,-1.5
"3236","593",4,4,0
"3237","596",5,3.5,-1.5
"3238","598",4,4.5,0.5
"3239","600",2,4,2
"3240","603",5,2.5,-2.5
"3241","606",3,4,1
"3242","611",5,3,-2
"3243","612",4,4,0
"3244","616",4,2,-2
"3245","616",5,3,-2
"3246","616",3,4.5,1.5
"3247","616",4,2,-2
"3248","620",4,2.5,-1.5
"3249","621",3,4,1
"3250","626",5,4.5,-0.5
"3251","631",4,5,1
"3252","633",4,4.5,0.5
"3253","634",5,1.5,-3.5
"3254","639",5,3.5,-1.5
"3255","640",2,4.5,2.5
"3256","642",2,4,2
"3257","648",2,1,-1
"3258","649",3,2.5,-0.5
"3259","650",4,4,0
"3260","652",3,4.5,1.5
"3261","654",2,3.5,1.5
"3262","663",2,3.5,1.5
"3263","666",1,4.5,3.5
"3264","672",5,3.5,-1.5
"3265","689",4,4,0
"3266","691",4,2.5,-1.5
"3267","695",5,4,-1
"3268","695",3,3.5,0.5
"3269","695",3,2.5,-0.5
"3270","698",4,3,-1
"3271","700",5,3,-2
"3272","700",5,3,-2
"3273","703",5,3.5,-1.5
"3274","710",3,2,-1
"3275","713",3,2,-1
"3276","728",5,3,-2
"3277","728",4,3,-1
"3278","729",5,2,-3
"3279","730",1,3,2
"3280","740",1,2,1
"3281","745",1,2,1
"3282","749",2,2.5,0.5
"3283","750",3,2.5,-0.5
"3284","752",5,4.5,-0.5
"3285","763",3,3.5,0.5
"3286","767",5,3.5,-1.5
"3287","770",1,3.5,2.5
"3288","771",3,2.5,-0.5
"3289","773",5,3.5,-1.5
"3290","773",4,3,-1
"3291","779",2,2,0
"3292","779",4,4,0
"3293","780",3,3,0
"3294","782",5,4,-1
"3295","783",1,3,2
"3296","786",4,2.5,-1.5
"3297","794",4,4.5,0.5
"3298","797",2,4,2
"3299","799",4,3,-1
"3300","802",1,2,1
"3301","803",5,3.5,-1.5
"3302","811",4,4,0
"3303","817",4,4,0
"3304","828",4,3,-1
"3305","834",1,2,1
"3306","837",4,3.5,-0.5
"3307","843",4,3.5,-0.5
"3308","846",2,4,2
"3309","846",3,2.5,-0.5
"3310","846",4,4,0
"3311","851",5,3,-2
"3312","852",2,3,1
"3313","854",3,3.5,0.5
"3314","855",1,3.5,2.5
"3315","858",2,1.5,-0.5
"3316","858",3,2,-1
"3317","863",3,3.5,0.5
"3318","866",1,2,1
"3319","875",5,3.5,-1.5
"3320","880",2,3,1
"3321","881",3,2,-1
"3322","886",5,3,-2
"3323","888",2,4.5,2.5
"3324","888",4,4,0
"3325","889",4,1,-3
"3326","896",4,5,1
"3327","897",4,3,-1
"3328","899",4,3.5,-0.5
"3329","900",3,4,1
"3330","904",3,4,1
"3331","910",3,4,1
"3332","911",1,2.5,1.5
"3333","911",5,5,0
"3334","912",2,2.5,0.5
"3335","921",2,2,0
"3336","922",1,2.5,1.5
"3337","931",2,5,3
"3338","935",4,3,-1
"3339","936",2,3.5,1.5
"3340","940",4,4,0
"3341","941",1,1.5,0.5
"3342","942",2,4,2
"3343","943",5,3.5,-1.5
"3344","943",3,4.5,1.5
"3345","947",2,2.5,0.5
"3346","950",5,5,0
"3347","956",1,2.5,1.5
"3348","956",2,2.5,0.5
"3349","960",2,2.5,0.5
"3350","962",2,1.5,-0.5
"3351","968",4,3,-1
"3352","968",5,4,-1
"3353","971",3,3.5,0.5
"3354","974",1,4,3
"3355","974",1,3,2
"3356","974",3,4,1
"3357","985",3,2.5,-0.5
"3358","991",4,3.5,-0.5
"3359","1000",1,2.5,1.5
"3360","1006",4,4.5,0.5
"3361","1009",4,2,-2
"3362","1009",4,3,-1
"3363","1009",4,4,0
"3364","1010",4,4.5,0.5
"3365","1013",4,3,-1
"3366","1014",2,2,0
"3367","1016",5,4,-1
"3368","1023",5,3.5,-1.5
"3369","1024",5,3.5,-1.5
"3370","1031",2,3,1
"3371","1039",4,4,0
"3372","1044",5,3,-2
"3373","1046",1,2,1
"3374","1046",4,3,-1
"3375","1046",5,2.5,-2.5
"3376","1046",2,3,1
"3377","1047",2,3.5,1.5
"3378","1049",5,4.5,-0.5
"3379","1051",3,4,1
"3380","1051",2,2,0
"3381","1054",5,1.5,-3.5
"3382","1061",3,3.5,0.5
"3383","1077",4,3.5,-0.5
"3384","1081",1,1.5,0.5
"3385","1090",3,2.5,-0.5
"3386","1102",3,4.5,1.5
"3387","1106",3,3,0
"3388","1116",1,1.5,0.5
"3389","1123",2,3.5,1.5
"3390","1127",3,3.5,0.5
"3391","1129",3,3,0
"3392","1139",3,3.5,0.5
"3393","1140",3,3,0
"3394","1145",4,4,0
"3395","1145",1,1.5,0.5
"3396","1147",1,4,3
"3397","1148",3,4,1
"3398","1153",4,3,-1
"3399","1154",4,3.5,-0.5
"3400","1155",5,2.5,-2.5
"3401","1160",2,2,0
"3402","1160",5,3.5,-1.5
"3403","1160",1,1,0
"3404","1162",2,2.5,0.5
"3405","1162",2,2,0
"3406","1165",1,2.5,1.5
"3407","1174",5,3.5,-1.5
"3408","1176",2,2,0
"3409","1177",1,2,1
"3410","1178",5,3.5,-1.5
"3411","1178",5,2.5,-2.5
"3412","1181",3,5,2
"3413","1181",4,5,1
"3414","1185",3,3.5,0.5
"3415","1193",5,3,-2
"3416","1197",4,4,0
"3417","1201",5,4.5,-0.5
"3418","1205",1,1,0
"3419","1219",2,4.5,2.5
"3420","1219",2,3.5,1.5
"3421","1222",5,3.5,-1.5
"3422","1229",3,4.5,1.5
"3423","1241",1,3,2
"3424","1241",5,2,-3
"3425","1244",5,3,-2
"3426","1247",2,3,1
